4.859999847412109375e+01,2.239544105529785156e+01,3.195999908447265625e+01,1.203999996185302734e+01,2.664999961853027344e+01,5.109000015258789062e+01
4.879999923706054688e+01,2.285249137878417969e+01,3.225000000000000000e+01,1.222999954223632812e+01,2.720000076293945312e+01,4.900000000000000000e+01
4.879999923706054688e+01,2.235161590576171875e+01,3.170999908447265625e+01,1.255000019073486328e+01,2.751000022888183594e+01,5.218999862670898438e+01
4.847999954223632812e+01,2.253944396972656250e+01,3.211999893188476562e+01,1.210999965667724609e+01,2.839999961853027344e+01,5.190999984741210938e+01
4.793000030517578125e+01,2.278988265991210938e+01,3.220000076293945312e+01,1.230000019073486328e+01,2.825000000000000000e+01,5.240999984741210938e+01
4.779999923706054688e+01,2.326571464538574219e+01,3.250000000000000000e+01,1.219999980926513672e+01,2.881999969482421875e+01,5.368999862670898438e+01
4.850000000000000000e+01,2.333458518981933594e+01,3.250000000000000000e+01,1.215999984741210938e+01,2.868000030517578125e+01,5.309999847412109375e+01
4.870000076293945312e+01,2.324067115783691406e+01,3.213000106811523438e+01,1.247999954223632812e+01,2.850000000000000000e+01,5.238000106811523438e+01
4.983000183105468750e+01,2.326571464538574219e+01,3.250000000000000000e+01,1.268999958038330078e+01,2.839999961853027344e+01,5.259999847412109375e+01
4.925000000000000000e+01,2.335336875915527344e+01,3.206000137329101562e+01,1.261999988555908203e+01,2.830999946594238281e+01,5.234999847412109375e+01
4.877999877929687500e+01,2.347858619689941406e+01,3.198999977111816406e+01,1.314999961853027344e+01,2.854000091552734375e+01,5.265000152587890625e+01
4.895999908447265625e+01,2.357250022888183594e+01,3.190999984741210938e+01,1.339999961853027344e+01,2.878000068664550781e+01,5.422999954223632812e+01
4.854999923706054688e+01,2.385424423217773438e+01,3.229999923706054688e+01,1.352999973297119141e+01,2.914999961853027344e+01,5.475999832153320312e+01
4.829000091552734375e+01,2.344102096557617188e+01,3.209000015258789062e+01,1.369999980926513672e+01,2.929000091552734375e+01,5.527999877929687500e+01
4.820000076293945312e+01,2.342223739624023438e+01,3.198999977111816406e+01,1.360000038146972656e+01,2.885000038146972656e+01,5.508000183105468750e+01
4.920000076293945312e+01,2.386676597595214844e+01,3.225999832153320312e+01,1.407999992370605469e+01,2.914999961853027344e+01,5.565000152587890625e+01
4.895000076293945312e+01,2.421738052368164062e+01,3.220000076293945312e+01,1.447000026702880859e+01,2.945999908447265625e+01,5.615000152587890625e+01
4.831999969482421875e+01,2.478712654113769531e+01,3.240999984741210938e+01,1.480000019073486328e+01,2.842000007629394531e+01,4.236000061035156250e+01
4.993000030517578125e+01,2.411094474792480469e+01,3.229999923706054688e+01,1.469999980926513672e+01,2.904000091552734375e+01,4.274000167846679688e+01
5.058000183105468750e+01,2.430503273010253906e+01,3.225000000000000000e+01,1.530000019073486328e+01,2.944000053405761719e+01,4.659999847412109375e+01
5.186000061035156250e+01,2.520661163330078125e+01,3.286999893188476562e+01,1.509000015258789062e+01,2.954999923706054688e+01,4.550000000000000000e+01
5.211000061035156250e+01,2.490608406066894531e+01,3.270000076293945312e+01,1.486999988555908203e+01,3.002000045776367188e+01,4.625000000000000000e+01
